description	level_1
代收代付【大醫生技】麩胺酸發酵物(含GABA)放輕鬆加強版 60錠/罐(買3送1 買6送3)	食品雜貨
貝喜力克矽膠	嬰幼兒與孕婦
歐司朗OSRAM 晶享 10W LED 吸頂燈-自然光	生活百貨
梅玩梅瞭醋飲	零食點心
NK AIR FORCE 1 '07-9.5	3C電子/配件
代收代付-MAYBELLINE媚比琳 FIT ME水光奇蹟保濕妝前乳 【康是美】	美容沐浴
鄉嫩雞塊-黑胡	餐飲消費
漫漫冬瓜茶 L	其他消費
【Ayllon】禮盒版 Calvin Klein 男用 防刮皮革 (掀蓋式) 長夾 (內附識別吊飾) CK 現貨	3C電子/配件
布萊恩拔印四角褲(M~3L)	服飾與配件精品
80元5寸圓型氣球---30入	戶外休閒
台灣西洋芹菜-600g+-5%/束#241395	冷凍食品
81情挑誘光水唇膏	美容沐浴
螺旋 蝸牛 寵物餐具 防噎慢食碗 止食碗 防噎碗 塑膠寵物 單口碗 圓碗 貓碗 狗碗 珊瑚 水滴顏色隨機~賣貴請告知	嬰幼兒與孕婦
E050041257術數師6：曼德拉超時空實驗 (電子書)	書籍
【達摩本草】專利天然藜麥綜合B群x3盒-60粒/盒(長效吸收、活力不斷電)	飲料沖泡
半價-蜜桃冰沙(學生)	餐飲消費
鮪魚拌飯	泡麵罐頭
豹.071201磨砂西點袋7*12*100入-小清新(混4款)	其他消費
芒果核桃	零食點心
雪碧汽水 330ml*6 2021-02-26 o4uo-jjr9	飲料沖泡
晚上成人	其他消費
UCC艾洛瑪525ml-黑咖啡	飲料沖泡
AMOTOR AI-1 Ai1 愛玩 愛水 儀表保護貼 3M PRO 第四代高抗刮TPU AI-3 AI3 宏佳騰	其他消費
智利黑李5入	零食點心
代收-中大尺碼  黑扣車線紅色斜紋布吊帶裙-eFashion 預【P16610096】	服飾與配件精品
4CM野菜王國-3南瓜	零食點心
代收-Oral-B德國百靈動感超潔電動牙刷D12013A	小家電專區
藍莓優格紅葉茶	餐飲消費
帶皮調味脆薯	食品雜貨
藜麥海洋珍珠堡組合餐 2021-09-09 y2jq-ww9k	餐飲消費
促銷食品	其他消費
韓國首爾直飛《現貨》正韓 秋冬新色雪紡紗香蕉夾 飄逸雪紡垂墜蝴蝶結珍珠裝飾仙女夾 莫蘭迪透紗層次馬尾髮夾	其他消費
B-CM6 瑪麗皇后加購6入	餐飲消費
【OMY】德國GELITA水解膠原蛋白粉 多件優惠促銷中	嬰幼兒與孕婦
珍珠桿色鉛筆(6/藍)	生活百貨
可口金福氣組合包	零食點心
花生牛肉起司丹麥堡	其他消費
耆盛糖粉２５０ｇ	食品雜貨
【小福雜碎包】WirForce歷年經典貼紙X4 + WirForce年度經典小物X2 + 鬥陣特攻精選週邊小物X2 + 超牛驚喜好物X1 (整包價值$700up)	生活百貨
盛香珍蜂蜜蝴蝶酥136g	零食點心
【AT HOME】現代簡約2.3尺白色三門掀式鞋櫃(賽門)	居家傢俱
代收代付 - 現貨！無線藍芽精臣標籤機 象牙白.贈標籤紙 貼紙機 打印機 姓名貼紙機 標價機 打價機	3C電子/配件
AD522小的物二層收納櫃(粉紅藍保4)(8.15.16.18.19不賣	居家傢俱
A5輕量防水板夾-暖黃色 66231-YW	生活百貨
Tectop探拓戶外80942女款速乾長褲【深灰色】	服飾與配件精品
LONGCHAMP LE PLIAGE CUIR系列小	戶外休閒
台灣筊白筍	生鮮冷藏
永信活泉fountain 活力B群錠 90錠入	食品雜貨
古早味紅茶-溫	飲料沖泡
莉婕頂級一按即梳染髮霜 4A 霧感亞麻棕色	美容沐浴
代收-PUMA Match 74 Tumbled 流行休閒鞋 女性	服飾與配件精品
(坊)夾鍊袋#00	其他消費
壺.高牧奶茶	飲料沖泡
丞儀紅原子筆	生活百貨
理研大阪燒用粉200g	食品雜貨
洛神花茶-特	飲料沖泡
晨露綠茶	飲料沖泡
香草廚房凍乾50g癒合草田蛙	寵物
下擾流蓋 (時尚藍)	生活百貨
方形瓦斯爐墊8入	戶外休閒
媽咪-嬰兒多功能平枕	傢俱寢飾
采漾抽取式衛生紙100抽 14包	居家清潔
【A0180】現貨附發票小清新多層蝴蝶結歐根紗星星髪圈 可做手環手圈 女生飾品 可愛頭飾 韓系女生配件	其他消費
多力多滋起士組合包 192g 2021-05-10 t6qd-br0o	零食點心
莞爾 木頭手把招疊雲朵藝術小包	傢俱寢飾
【ALICE】高腰彈力收腰丹寧褲原色款(顯瘦修身原色款剩下S-M-XL-XXL)	服飾與配件精品
【日本貝印】修眉刀(橘/紅/紫/3入)	美容沐浴
白爛貓超大滑鼠墊 －白爛的晚餐	3C電子/配件
【Honeywell】抗敏系列空氣清淨機(HPA-100APTW)	大型家電/視聽影音
17050182595E	生活百貨
【MAMORU】可堆疊掀蓋收納箱 26L 6入(贈滾輪8個)	傢俱寢飾
1381 粉筆夾(旋轉) 高等	生活百貨
HORI NS 主機用耐衝擊款硬殼包(黑邊色)(NSW-038)	3C電子/配件
崇德發黑麥汁330ml(鋁罐)	飲料沖泡
沖繩物產	食品雜貨
蓓比適純水柔濕巾80抽(有蓋)	嬰幼兒與孕婦
客訂-PUKU Tritan滑蓋水壺330ml-紅色	生活百貨
數學練習本：九九乘法	書籍
來去學廚藝！世界人氣餐飲名校攻略：烹飪、烘焙、葡萄酒各餐飲專校介紹 科班生、素人都能念！	書籍
Goodtek創意造型	傢俱寢飾
CIAO 啾嚕肉泥(奢華鮪魚) 14g*4入	寵物
ㄇㄚˊ幾穿帽 T - F / 無	其他消費
022221包色款!馬卡龍色系超包覆小可愛/2色	服飾與配件精品
JX 絜鑫 激鏡蠟套組 贈魔布與海綿 [蝦皮團購]	交通
小淘企PO醬祝福卡	其他消費
【成長天地】兒童書桌椅 80cm桌面 可升降桌椅 成長桌椅 兒童桌椅(ME100+AU100)	傢俱寢飾
熱榛果鮮奶茶	餐飲消費
熱情特價 黑胡椒(袋裝)	食品雜貨
生活泡沫綠茶-罐	飲料沖泡
唯果粒翡翠檸檬冰棒	冷凍食品
素麵-無鹽	食品雜貨
美式咖啡(熱)(溫)	餐飲消費
(中)牛頭牌咖哩炒醬360g(12)	食品雜貨
文青大鏡	生活百貨
MICHAEL KORS JET SET防刮皮革方型斜背包 黑色	戶外休閒
大雪山山苦瓜茶	飲料沖泡
代收代付 - 【藝匠】魔術方塊原木色小雙抽櫃收納櫃 家具 組合櫃 廚具 收藏 置物櫃 櫃子 小櫃子	戶外休閒
熱卡布奇諾(中)買30送3	餐飲消費
洋芹菜	生鮮冷藏
神廚御用美國JBS頂級帶骨牛小排驚爆組	小家電專區
OPP自黏袋印刷(小熊)-粉藍  7*8CM-100入/包	生活百貨
鹽酥雞排	其他消費
PH9.0 鹼性離子水800mlx20入/箱-網	飲料沖泡
Ma Ma特調味湯麵(母蘭施)55g	泡麵罐頭
標準數獨：入門篇15(免稅)	書籍
抓餅皮	冷凍食品
LAB牛肉堡 BeefBurger	餐飲消費
A摩卡拿鐵(冰)	食品雜貨
熱帶微醺薩瓦蘭	菸/酒
嬰兒車雨罩 推車傘車通用防雨罩 寶寶推車雨罩 傘車雨罩 防風防雨防塵	嬰幼兒與孕婦
【HanVo】日系螺紋愛心中腰女生內褲 現貨柔軟舒適彈性少女三角褲 可愛親膚透氣棉質流行蕾絲內褲內著 5551	服飾與配件精品
豐臣西軍與關原之戰「正義之師」的敗北之謎	書籍
冰酒750	菸/酒
(國泰)月訂閱健身會籍－免設定費	戶外休閒
妙潔ＰＥ保鮮袋－－Ｍ	鍋具.廚具.濾水
牛奶燕麥洗髮乳400ML	嬰幼兒與孕婦
stewo Wrap Paper/ Aidana	生活百貨
10元蝦味先*30入	泡麵罐頭
Amazon Elasticsearch Service	3C電子/配件
KATO 24-815 線路用配件 接片 (20入	3C電子/配件
小綠人無敵檸檬酸	居家清潔
電動360度旋轉鼠尾巴逗貓玩具	寵物
ZZR-04133老花眼鏡 抗藍光防護系列2.0	其他消費
文明G1506紫握套藍芯	生活百貨
【台灣出貨】護目鏡 防霧 防飛沫 護目 防疫眼鏡 防護鏡 透明 防塵 眼鏡 安全眼鏡 防疫 護目鏡 面罩 QY88	其他消費
幽默心理學	書籍
全絕緣子彈母透紅10pcs	生活百貨
滿意 活潑紙尿褲XXL29片  (4)	嬰幼兒與孕婦
附蝦皮電子發票極耐用邊角柱子防撞不介意凹折可超取防護海棉條大L防撞條海綿防護條幼兒防護桌角條安全無毒學校安親班專	3C電子/配件
6 shots	生活百貨
ORIYEN BMP-2固健寶康錠狀食品	食品雜貨
【kingkong】折疊桌面支架 手機平板懶人支架 可升降支架 手機座(直播/追劇/拍攝多功能支撐架)	3C電子/配件
《康乃馨》寶寶潔膚 “手感超厚”濕巾 80P	居家清潔
珠珠鈦鋼鎖骨鍊	生活百貨
WIP三層鐵支公文架/BH553/黑	傢俱寢飾
代收代付 - Gap男童星際大戰螢光短袖T恤573676-雨藍	嬰幼兒與孕婦
墨之新趣座右銘堅持	生活百貨
代收-小琳家族 綠茶倍潔洗潔精	居家清潔
起司風味	其他消費
標靶組安全球6入	戶外休閒
停車繳費(TDS0197)	交通
西-低因拿鐵(冰/G)	飲料沖泡
變心筆筆管-3色PLHKC15-NC透明	生活百貨
茶霜淇淋/烏龍茶	飲料沖泡
拉丁黑咖啡	餐飲消費
EMO強力吸濕袋2袋入	居家清潔
韋恩咖啡５００ｍｌ閃萃拿鐵	飲料沖泡
AJ8669	其他消費
莊園美式 (L) 2021-06-21 ujep-w9zj	飲料沖泡
迷你威化香	零食點心
藥-樂敦藍視光	其他消費
DoubleA便利貼7.6*7.6(粉)	生活百貨
波霸奶青.L	飲料沖泡
蔥花炒蛋	餐飲消費
【MAGY瑪格麗特】樂活休閒 素面縫線鬆緊帶牛皮休閒鞋(藍色)	服飾與配件精品
女式下裝:TRUE BLACK:S-SHR	其他消費
美粒果白葡萄汁寶特瓶	飲料沖泡
火烤純椰子水100% 350ml	其他消費
杉林溪茶包	飲料沖泡
玉泉紹興酒	菸/酒
北海道烘焙芝麻沾醬	食品雜貨
清香紅茶	飲料沖泡
紓壓多功能枕熊熊	傢俱寢飾
一個瑜伽士的內在喜悅工程：轉心向內即是出路	書籍
前輪煞車來令片 正廠 RAV-4	3C電子/配件
康裕潔用酒精75趴500ml	其他消費
男內褲 PLAYBOY 棉質兔頭小圈印花彈性四角褲-單件(丈青)-M	服飾與配件精品
南亞透明桌墊 2X3.5(約60*105CM)	生活百貨
立頓草莓奶茶300ml/箱	飲料沖泡
英國	其他消費
水陸兩用 鎖邊呼吸胸墊 / 心機集中款	戶外休閒
婚嫁	生活百貨
法麗貓罐化毛-鰹魚佐蟹肉80G	寵物
代收-IMMEME我愛口袋彩妝小方盒01	其他消費
21.三味牛堡排+薯條	餐飲消費
快潔適抗菌洗衣精(補)2000ml【康是美】[買1送1][下單1出貨2]	居家清潔
仙女護髮油(瓶裝)	美容沐浴
UdiLife 品木屋 旋轉餐盤	鍋具.廚具.濾水
(任選8盒單盒145元)聚泰 聚隆 雙鋼印 兒童醫療口罩 醫用口罩 (蜜糖橘) 50入/盒 (台灣製 CNS14774) 專品藥局【2017308】《SUPER SALE 樂天購物節 每日1000開搶$100/$200折價券》	居家清潔
代收-內衣 【棉花樂芬妮】軟鋼圈棉花杯舒適成套內衣(藍紫色)	服飾與配件精品
香料烤雞腿花生丹麥吐司	餐飲消費
小寶吉葡萄汁125cc	飲料沖泡
紅牛 康健奶粉-益菌順暢雙效配方(1.5kg)	飲料沖泡
卜蜂椒鹽雞塊	食品雜貨
16元 紙類	生活百貨
伯朗咖啡曼特寧風味	飲料沖泡
【Oral-B 歐樂B】牙齦專護牙膏120g(夜間保護)	美容沐浴
愛之味珍珠薏仁８８０ｍｌ	零食點心
LED三段護眼檯橙L	生活百貨
大食客蒜香豚骨湯麵(碗) 120g	泡麵罐頭
兒童安全座椅餐桌【NF018】安全座椅附件 軟桌板一體式 收納防水餐桌 兒童餐桌 汽車餐桌 塗鴉(云文We Wi027君	傢俱寢飾
鳳梨紅茶/I	餐飲消費
泰山環保水600cc*24入	飲料沖泡
愛肯拿(貓)農場盛宴[雞肉+蔓越莓]1.8kg	其他消費
【英國 RDX】10mm 全真牛皮健身快扣腰帶、霸氣黑色、重訓腰帶/ 霸氣黑色	戶外休閒
【理膚寶水】極效三重酸煥膚精華30ml(2入組/煥膚去粉刺)	美容沐浴
大.紅豆雪花冰	餐飲消費
Risk of Rain	3C電子/配件
小怪獸主食犬罐-純鴨肉82g	寵物
味丹多喝水700ml	飲料沖泡
台南鹽地哈密瓜	其他消費
砂不落貓廁所(清新白)	寵物
580-1GY	生活百貨
燒酒雞極緻雙拼鍋	其他消費
格力高9袋百力滋沙拉棒	零食點心
【Philips 飛利浦】極光防眩光護眼檯燈(FTN629)	生活百貨
IVAR NNN shelf 83x50 pine AP CN	生活百貨
外出檢修費(服務)	其他消費
PILOT輕油筆T系列0.3-珊瑚粉紅BAB-15MFT-CPL	生活百貨
開票手續費(O'Steak 法國餐廳)	生活百貨
PUMA小童黏帶慢跑鞋(90s Runner Mesh AC In	嬰幼兒與孕婦
代收-niko and仿真動物立體造型存錢筒擺飾-烏龜	戶外休閒
-(套)Temana羔羊	其他消費
【烘焙客Oven-Baked】經典貓飼料 2.5磅 5磅 10磅 超取免運 野放雞 深海魚 幼貓 成貓 老貓－寵物執行長	寵物
套餐奶蓋綠	餐飲消費
四季42K謝師卡師花	生活百貨
夜貓童巾25*50cm	傢俱寢飾
雞蛋沙拉吐司	生鮮冷藏
X0368	3C電子/配件
騎仕德 綠23支	菸/酒
阿里山晨曦翠露	其他消費
外帶—石鍋豬肉拌飯	冷凍食品
【7/7-7/11送5%mo幣★德國百靈BRAUN】M系列電池式輕便電動刮鬍刀/電鬍刀 M30(德國工藝)	小家電專區
艾克博士酵素潔淨洗衣粉[1.5kg/盒]	居家清潔
迪士尼玩具總動員抗菌乾洗手凝膠-三眼	戶外休閒
Inbody 量測	其他消費
台灣現貨天天寄【枕邊玩物】瑪蔻霏橡皮擦遮瑕筆遮瑕棒遮瑕膏遮瑕液眼袋黑眼圈斑點痘印遮瑕棒提亮 16-0212	生活百貨
壓-i7	生活百貨
天然密碼 無穀主食貓罐-雞肉+白鰹魚+貓薄荷80g	寵物
(10580*6)MOBIL 1 號全合成白金機油5W50 SN (整箱購)	交通
小小菇[產地台灣]	生鮮冷藏
海鹽芝麻餅罐裝	零食點心
其他收入 運費	交通
【Z-POLS】經典質感黑 百搭大框 MIT專業設計PC材質抗藍光眼鏡(濾藍光最佳利器兼具抗UV400多功能)	傢俱寢飾
SHN 皇家小型離乳犬MNS 1KG	寵物
天然海洋香洗髮沐浴露250ML	美容沐浴
2F體適能中心-平日兩小時優惠	書籍
劇場加購(假日第一場)	餐飲消費
熊  大澤農夫9吋	其他消費
《真心良品》草津分類42L附蓋垃圾桶3入	居家清潔
義大利KIS K Latch Box附蓋收納箱XXL	傢俱寢飾
刷樂薄荷棒扁�	美容沐浴
廣寰S430?手遊電競氣密式耳麥-行家版	3C電子/配件
濟州泡菜陶璽燒-沙朗牛肉	寵物
無標水草 1kg	食品雜貨
日本【Nobel】超級蘇打糖 88g	零食點心
RED CAP Congratulation Card/ C	其他消費
純黑麻油520ml	食品雜貨
原味復刻-辣芒果12	零食點心
服裝設計思維訓練	書籍
醬香柴魚沙琪瑪	零食點心
PS 201 顯瘦割破造型牛仔褲(藍-M)	服飾與配件精品
樂嫚妮 歐式木質玩具櫃 組合櫃 收納櫃	傢俱寢飾
後車箱可折疊大容量置物箱-56L	戶外休閒
氣管固定器	戶外休閒
芒果大福-常溫	餐飲消費
S2021031300524租金	戶外休閒
代收代付-MYVIDEO月租(看片金折抵)	生活百貨
米雅mia美容美體兌換券	小家電專區
(伏)伊比利豬腹肉	生鮮冷藏
【仁舟淨塑】矽密盒－正方藍矽龜900ml	生活百貨
稻荷壽司 2021-05-08 s3ua-924b	鍋具.廚具.濾水
超耐美膚褲襪-40D	服飾與配件精品
白靈菇	生鮮冷藏
初春精選  任三件只要2021	其他消費
起司韓式炒泡麵	泡麵罐頭
艾落瑪 黑鴛鴦	餐飲消費
蕎麥冰茶	其他消費
吻鑽套票	生活百貨
【NIKE 耐吉】籃球鞋 Air Jordan XXXV SP 男鞋 喬丹 避震 明星款 包覆 運動 球鞋 黑 棕(DA2377-100)	戶外休閒
愛喜紫晶靈香菸1毫克	其他消費
廣達香大牛肉	泡麵罐頭
莫斯奇諾亮金金女性淡香	美容沐浴
單-柳橙氣泡飲	餐飲消費
933-28E 諾拉寵物	寵物
綠綠好日 高效抗敏 二合一 濾芯 適用 Dyson hp00 01 02 03 dp01 03	其他消費
UBER-單人剝皮辣椒湯底	泡麵罐頭
(特)沙士綠XL	餐飲消費
泰山牛奶紅豆330ml	零食點心
美仕格威士忌酒心巧克力	菸/酒
味丹心茶道冬瓜茶475ml	飲料沖泡
Love girls SPA 美容美體兌換券	美容沐浴
香檸羅勒	餐飲消費
84K現金收支本(藍色)-簡單生活	生活百貨
17050482885F	大型家電/視聽影音
21 紅韻	飲料沖泡
安喬25 TOGO WAVE， 生活產品， 正價品	傢俱寢飾
投資大師羅傑斯給寶貝女兒的12封信	書籍
卡娜赫拉成人絨毛	居家清潔
多功能折疊環抱午睡枕	傢俱寢飾
統一阿Q蒜香珍肉  3入	食品雜貨
SolidSuit for iPhone 12 mini 經典白 Classic White(客製)(皮克斯)	其他消費
特惠套組 AOK+KC 112件工具組	戶外休閒
麒麟一番搾啤酒 350ML/24瓶/箱	菸/酒
Happy hedgehog Emoji＜basic＞	生活百貨
7087-1@素色兩用手提斜背包(黑)-7折	其他消費
翡翠綠奶茶	飲料沖泡
U-炒意麵	食品雜貨
良品 2下 翰林 數學 測驗卷	書籍
195X200公分 加大加厚防水600D牛津布野餐墊-水漾麥穗/沙灘墊/地墊/鋪墊/爬行墊	傢俱寢飾
花仙子克潮靈吊掛除濕袋-晨露香氣	居家清潔
山藥湯	生鮮冷藏
御茶園－特撰冰釀綠茶５５０ｍｌ	飲料沖泡
綠梅大茶海	其他消費
立頓英式奶茶535ml	飲料沖泡
獵魔士長篇3：火之洗禮	零食點心
寢具REVE	小家電專區
必安住環保蟑螂壁虎屋/5入	居家清潔
RIFLE PAPER Wedding Card/ Just	3C電子/配件
芝司樂起司球折價	戶外休閒
麗臺藍牙血氧機	3C電子/配件
屏東檸檬	生鮮冷藏
CONVERSE CHUCK 70 OX 男女 休閒鞋 灰褐	戶外休閒
◎●白博士新浴廁清潔劑(噴槍瓶)	居家清潔
foodpanda D餐 2021-06-03 b358-2ot7	餐飲消費
INTOPIC 廣鼎 單耳5.0藍牙耳麥BTC-17	3C電子/配件
紅柴花蜜太陽餅包裹裝8片	零食點心
NO-Artemis(企鵝)兒童用增高墊$1200-停辦	傢俱寢飾
黃金松阪豬 XL	餐飲消費
芒果3粒裝	餐飲消費
【角落生物】角落小夥伴 巧虎 麵包超人 卡娜赫拉 佩佩豬 拉拉熊 Super Wings TAYO小巴士 牙刷杯 水杯	生活百貨
鴨米血湯	食品雜貨
SN-60047 防竊隨身兩用收納袋-Unicite	生活百貨
淡雅金萱韻	其他消費
2022三角桌曆-128k	生活百貨
牛頭牌5號沙茶醬250g*24入	食品雜貨
偉特咖啡奶油糖	零食點心
雪芙蘭經典滋潤護唇膏-綿羊油 5g[5g/支]	美容沐浴
See Ya Bra Top(黑-S)	生活百貨
代收代付 - 【MS】北歐風馬卡龍吸頂燈(4-5坪/50cm/三色溫/36W)黃色	生活百貨
MKUP金盞花粉刺毛孔淨	美容沐浴
醫強潔菌酒精液75% 4000ml	居家清潔
JL薑汁燒肉拚鯖魚便當	泡麵罐頭
公共衛生概論	書籍
稻香鮮奶茶	餐飲消費
【Reddot 紅點生活】不變形輕量無痕收納壁掛鞋架(超值3入組)	傢俱寢飾
票號:202105290016 車號:BEN3758 進場時間：2021/05/29 10:35:19 繳費時間：2021/05/30 14:54:32 停車費	交通
洋蔥脆片(紅椒)	飲料沖泡
有心肉舖子冷氣雞/ 去皮去骨胸肉丁	生鮮冷藏
復刻綠茶	飲料沖泡
水光草保濕雙精華	美容沐浴
鳴響雪松系列7：生命的能量	書籍
口水油雞飯	餐飲消費
小磨坊 凍頂黑胡椒粉32g	食品雜貨
;泡菜風味火鍋湯底	冷凍食品
滿意寶寶 瞬潔乾爽輕巧褲(XL)(38片 x 4包/箱)	嬰幼兒與孕婦
麻糬芝麻包(全素)(3粒) -	冷凍食品
韓國多隔式耐熱玻璃餐盒	鍋具.廚具.濾水
異國紅酒燉牛肋	食品雜貨
額外服務費	交通
衣物棉被鋼架收納箱【小麥購物】24H出貨台灣現貨【C272】收納箱 收納袋 衣物收納箱 收納 置物箱 櫥櫃收納 箱子	傢俱寢飾
【圖解】狡猾的讀書法應考必備！改變順序，短時間考出好成績	書籍
頭燈專用安全帽固定扣 EDS-M3318 GE	戶外休閒
橘之屋 餐具配件特賣99元	鍋具.廚具.濾水
Infinite Brick Breaker	餐飲消費
【初階】女款吸濕排汗跑步七分褲 KALENJI	服飾與配件精品
粉妝-細斜	美容沐浴
Y21特力屋3月現折100元	生活百貨
代收-【任選6+1】Kemin葉黃素複方軟膠囊(30粒/盒)-D	食品雜貨
凱堡 501桌上型書架-80x20x45cm【H02227】桌上書架/收納架/置物架	傢俱寢飾
三角架-中-白鐵 A架	傢俱寢飾
Ａｌｏｂａｂｙ寶寶晚安洗髮沐浴乳４００ｍｌ	嬰幼兒與孕婦
